,kaywords,weight
221,"dict_keys(['south summit', 'south', 'enlight', 'summit', 'europ', 'finalist', 'speaker', 'award', 'prize', 'stage develop'])","dict_values([0.507, 0.353, 0.304, 0.255, 0.136, 0.128, 0.11, 0.104, 0.098, 0.095])"
222,"dict_keys(['cet', 'confer', 'custom', 'dubai', 'variou', 'discus', 'th', 'custom engag', 'market', 'year confer'])","dict_values([0.469, 0.39, 0.232, 0.149, 0.134, 0.133, 0.122, 0.117, 0.113, 0.112])"
223,"dict_keys(['incub cycl', 'cycl', 'gesr', 'prototyp', 'incub', 'pre incub', 'pre', 'turn', 'support social entrepreneur', 'stage innov'])","dict_values([0.34, 0.284, 0.27, 0.246, 0.234, 0.189, 0.137, 0.124, 0.109, 0.109])"
224,"dict_keys(['ten startup', 'mint', 'ten', 'startup', 'applic', 'startup chosen applic', 'old busi model', 'mint platform', 'mint incub accept', 'incub accept applic'])","dict_values([0.255, 0.248, 0.186, 0.147, 0.145, 0.144, 0.144, 0.144, 0.144, 0.144])"
225,"dict_keys(['five', 'acceler program', 'startup', 'program start startup', 'start startup', 'present idea front', 'five win', 'day startup present', 'acceler program start', 'program'])","dict_values([0.202, 0.19, 0.172, 0.168, 0.16, 0.16, 0.16, 0.16, 0.16, 0.156])"
226,"dict_keys(['receiv applic', 'applic startup', 'receiv', 'acceler', 'startup', 'select develop', 'startup last', 'startup get chanc', 'mentorship support', 'network startup'])","dict_values([0.298, 0.263, 0.256, 0.254, 0.24, 0.156, 0.149, 0.149, 0.149, 0.144])"
227,"dict_keys(['ibtiecar', 'graduat project', 'graduat', 'egp', 'technolog track', 'egp egp', 'project', 'technolog', 'machin', 'total'])","dict_values([0.287, 0.236, 0.197, 0.192, 0.182, 0.182, 0.175, 0.158, 0.129, 0.112])"
228,"dict_keys(['amal', 'al amal', 'mbc', 'support woman entrepreneur', 'mashrou', 'support woman', 'project', 'al', 'woman entrepreneur', 'found'])","dict_values([0.405, 0.323, 0.27, 0.202, 0.202, 0.186, 0.185, 0.179, 0.148, 0.134])"
229,"dict_keys(['empow peopl', 'basic need', 'charg', 'social entrepreneur', 'mobil', 'basic', 'award', 'empow', 'appli', 'categori award'])","dict_values([0.251, 0.251, 0.217, 0.207, 0.175, 0.164, 0.137, 0.128, 0.127, 0.126])"
230,"dict_keys(['bootcamp', 'nu', 'curriculum', 'colleg', 'particip', 'busi', 'team', 'student', 'session', 'technolog make'])","dict_values([0.276, 0.258, 0.229, 0.217, 0.192, 0.146, 0.143, 0.133, 0.131, 0.129])"
231,"dict_keys(['track startup', 'falak', 'network event', 'acceler', 'offer', 'acceler program', 'track', 'startup', 'session network', 'scalabl busi'])","dict_values([0.229, 0.22, 0.202, 0.146, 0.142, 0.135, 0.123, 0.123, 0.12, 0.12])"
232,"dict_keys(['secur', 'programm', 'cybersecur', 'provid invest', 'mentor coach', 'eu', 'second cycl', 'next gener', 'compris', 'chang world'])","dict_values([0.334, 0.287, 0.184, 0.177, 0.177, 0.177, 0.172, 0.172, 0.172, 0.172])"
233,"dict_keys(['posrocket', 'sale', 'ventur', 'algebra ventur', 'algebra', 'husban', 'point sale', 'po', 'mokhtar', 'restaur'])","dict_values([0.379, 0.202, 0.165, 0.162, 0.162, 0.152, 0.145, 0.145, 0.131, 0.128])"
234,"dict_keys(['project manag', 'innov project manag', 'project', 'award', 'manag', 'innov project', 'practic project manag', 'practic project', 'categori', 'practic'])","dict_values([0.483, 0.298, 0.256, 0.254, 0.252, 0.242, 0.199, 0.199, 0.186, 0.168])"
235,"dict_keys(['program', 'hire', 'internship', 'wuzzuf', 'save', 'specif', 'need', 'startup', 'job', 'posse'])","dict_values([0.329, 0.323, 0.23, 0.22, 0.185, 0.173, 0.171, 0.17, 0.141, 0.133])"
236,"dict_keys(['acceler program', 'fintech acceler program', 'acceler', 'startup acceler program', 'fintech acceler', 'fintech', 'program', 'acceler program th', 'acceler program click', 'startup acceler'])","dict_values([0.289, 0.255, 0.242, 0.227, 0.202, 0.19, 0.184, 0.181, 0.181, 0.177])"
237,"dict_keys(['program', 'must', 'seven differ', 'program access', 'open door entrepreneur', 'entrepreneur innov solut', 'door entrepreneur', 'de', 'connect iot', 'solv real problem'])","dict_values([0.218, 0.132, 0.118, 0.118, 0.118, 0.118, 0.118, 0.118, 0.118, 0.112])"
238,"dict_keys(['track', 'isdb', 'scienc technolog innov', 'scienc technolog', 'track target', 'technolog innov transform', 'innov transform', 'innov', 'scienc', 'target'])","dict_values([0.284, 0.276, 0.263, 0.202, 0.196, 0.196, 0.196, 0.177, 0.162, 0.153])"
239,"dict_keys(['karmsolar', 'solar', 'solar power', 'arkan', 'karmpow', 'energi', 'elbadr', 'power', 'megawatt', 'renew energi'])","dict_values([0.335, 0.316, 0.299, 0.26, 0.244, 0.224, 0.173, 0.173, 0.163, 0.131])"
240,"dict_keys(['financi inclus', 'financi', 'inclus', 'usd prize', 'inclus innov', 'financi inclus innov', 'prize', 'idea', 'innov', 'innov idea'])","dict_values([0.297, 0.282, 0.246, 0.241, 0.241, 0.241, 0.186, 0.169, 0.165, 0.153])"
241,"dict_keys(['microfin', 'amfip', 'sanabel', 'reward innov', 'arab microfin', 'arab', 'initi', 'initi aim', 'reward', 'arab world'])","dict_values([0.488, 0.312, 0.208, 0.208, 0.208, 0.191, 0.175, 0.155, 0.152, 0.141])"
242,"dict_keys(['fall wall', 'wall', 'fall', 'wall lab', 'fall wall lab', 'lab', 'wall lab confer', 'lab confer', 'get chanc present', 'chanc present'])","dict_values([0.42, 0.391, 0.342, 0.336, 0.336, 0.176, 0.094, 0.094, 0.094, 0.094])"
243,"dict_keys(['flat lab', 'flat', 'lab', 'flat lab cairo', 'lab cairo', 'invest', 'cycl', 'among', 'seed', 'egp'])","dict_values([0.243, 0.238, 0.176, 0.153, 0.149, 0.095, 0.092, 0.091, 0.089, 0.089])"
244,"dict_keys(['innoventur', 'startup reactor', 'reactor', 'startup', 'cycl', 'cash prize', 'cash', 'prize', 'train top', 'th cycl incub'])","dict_values([0.359, 0.226, 0.226, 0.156, 0.136, 0.128, 0.107, 0.09, 0.087, 0.087])"
245,"dict_keys(['lab', 'ventur lab', 'startup', 'auc', 'ventur', 'yallapay', 'wednesday may', 'ventur lab first', 'ventur also allow', 'ventur also'])","dict_values([0.242, 0.203, 0.174, 0.171, 0.169, 0.097, 0.097, 0.097, 0.097, 0.097])"
246,"dict_keys(['gesr', 'health energi', 'field water', 'water', 'incub', 'food', 'health', 'energi', 'egp', 'work facil'])","dict_values([0.263, 0.213, 0.213, 0.172, 0.137, 0.132, 0.12, 0.118, 0.107, 0.107])"
247,"dict_keys(['exodu', 'htc', 'exodu handset', 'blockchain', 'handset', 'decentr', 'secur', 'smartphon', 'phone', 'among'])","dict_values([0.65, 0.305, 0.217, 0.205, 0.203, 0.194, 0.176, 0.158, 0.127, 0.105])"
248,"dict_keys(['izettl', 'paypal', 'ipo', 'compani', 'thursday', 'europ', 'acquisit', 'countri', 'letter', 'jump'])","dict_values([0.601, 0.484, 0.154, 0.132, 0.123, 0.115, 0.113, 0.102, 0.081, 0.081])"
249,"dict_keys(['pound', 'stage compet', 'place pound', 'honna elshabab', 'elshabab', 'came', 'argin', 'shopx', 'honna', 'harmonica'])","dict_values([0.245, 0.228, 0.228, 0.228, 0.228, 0.223, 0.214, 0.204, 0.204, 0.196])"
250,"dict_keys(['seedstar', 'keema', 'seedstar world', 'ceo', 'summit', 'select best startup', 'nurs servic', 'nurs', 'global summit', 'seedstar global'])","dict_values([0.427, 0.345, 0.178, 0.167, 0.139, 0.138, 0.138, 0.138, 0.138, 0.13])"
251,"dict_keys(['googl', 'pichai', 'googl assist', 'phone call', 'assist', 'phone', 'call', 'present new', 'success experi', 'make phone call'])","dict_values([0.378, 0.327, 0.327, 0.282, 0.194, 0.192, 0.164, 0.154, 0.146, 0.146])"
252,"dict_keys(['vc fund', 'fund', 'vc', 'le', 'financ', 'ict', 'establish', 'egyptian', 'wish join program', 'vc fund vc'])","dict_values([0.198, 0.191, 0.146, 0.103, 0.096, 0.092, 0.091, 0.09, 0.086, 0.086])"
253,"dict_keys(['vc fund', 'fund', 'vc', 'le', 'financ', 'ict', 'establish', 'egyptian', 'wish join program', 'vc fund vc'])","dict_values([0.198, 0.191, 0.146, 0.103, 0.096, 0.092, 0.091, 0.09, 0.086, 0.086])"
254,"dict_keys(['hirehunt', 'internship', 'summer internship', 'question platform', 'platform hirehunt', 'appli summer internship', 'appli summer', 'summer', 'seeker', 'job seeker'])","dict_values([0.363, 0.256, 0.211, 0.211, 0.211, 0.211, 0.211, 0.181, 0.181, 0.181])"
255,"dict_keys(['wuzzuf', 'basharsoft', 'forasna', 'job', 'sherif', 'seri', 'platform', 'vostok', 'capit', 'rais usd'])","dict_values([0.367, 0.237, 0.223, 0.196, 0.183, 0.17, 0.158, 0.148, 0.142, 0.142])"
256,"dict_keys(['arab african intern', 'african intern bank', 'african intern', 'lab', 'intern bank', 'ventur lab', 'arab african', 'incub', 'auc', 'incub startup'])","dict_values([0.191, 0.191, 0.191, 0.19, 0.182, 0.177, 0.165, 0.163, 0.15, 0.148])"
257,"dict_keys(['digit', 'digit transform', 'khalil', 'gener divis', 'digit economi technolog', 'one thousand', 'economi technolog', 'divis', 'digit economi', 'economi'])","dict_values([0.245, 0.175, 0.17, 0.17, 0.17, 0.162, 0.162, 0.162, 0.151, 0.144])"
258,"dict_keys(['reina', 'la reina', 'dress', 'la', 'tanawi', 'el tanawi', 'diab', 'point', 'fund', 'ghada'])","dict_values([0.271, 0.271, 0.259, 0.233, 0.194, 0.194, 0.122, 0.12, 0.113, 0.112])"
259,"dict_keys(['angel', 'nile angel', 'upper egypt', 'upper', 'nile', 'invest', 'entrepreneuri', 'import', 'assuit', 'togeth'])","dict_values([0.339, 0.313, 0.225, 0.225, 0.215, 0.176, 0.174, 0.165, 0.161, 0.114])"
260,"dict_keys(['tec', 'cemex tec', 'cemex', 'sustain', 'award', 'sustain develop', 'project', 'social', 'winner attend', 'expens paid'])","dict_values([0.442, 0.442, 0.442, 0.229, 0.17, 0.148, 0.143, 0.142, 0.104, 0.104])"
261,"dict_keys(['seedspac', 'seedstar', 'entrepreneur', 'competit', 'commun', 'togeth', 'bring', 'seedspac cairo', 'miss chanc part', 'local competit'])","dict_values([0.429, 0.278, 0.14, 0.137, 0.135, 0.131, 0.121, 0.112, 0.112, 0.112])"
262,"dict_keys(['busi', 'startup cup', 'cup', 'startup cup challeng', 'model competit', 'cup challeng', 'busi model competit', 'chanc win', 'averag', 'grant'])","dict_values([0.338, 0.3, 0.242, 0.2, 0.2, 0.2, 0.2, 0.165, 0.161, 0.135])"
263,"dict_keys(['swvl', 'public transport', 'fix', 'avoid', 'demand', 'transport', 'public', 'fund', 'sexual harass', 'sexual'])","dict_values([0.446, 0.217, 0.179, 0.179, 0.154, 0.129, 0.128, 0.12, 0.108, 0.108])"
264,"dict_keys(['shezlong', 'shezlong rais usd', 'shezlong rais', 'rais usd', 'mental health', 'usd', 'mental', 'endur capit', 'endur', 'rais'])","dict_values([0.357, 0.33, 0.31, 0.296, 0.207, 0.191, 0.19, 0.179, 0.174, 0.153])"
265,"dict_keys(['devop', 'secc', 'cmmi', 'agil', 'eites', 'expert', 'approach', 'explain', 'long', 'said'])","dict_values([0.509, 0.342, 0.239, 0.239, 0.228, 0.173, 0.168, 0.155, 0.15, 0.146])"
266,"dict_keys(['project', 'itac', 'accept project', 'research project', 'collabor', 'area', 'research', 'april', 'prototyp', 'ict'])","dict_values([0.444, 0.443, 0.222, 0.185, 0.174, 0.153, 0.152, 0.131, 0.117, 0.112])"
267,"dict_keys(['seedstar', 'seedstar summit', 'summit', 'emerg market', 'emerg', 'summit seedstar', 'rebecca', 'startup speaker', 'one thousand', 'celebr fifth'])","dict_values([0.479, 0.416, 0.234, 0.219, 0.165, 0.145, 0.145, 0.139, 0.139, 0.139])"
268,"dict_keys(['drift', 'techn drift', 'techn', 'differ', 'workshop talk', 'differ governor', 'win', 'nile', 'governor', 'player'])","dict_values([0.509, 0.424, 0.335, 0.171, 0.158, 0.15, 0.139, 0.13, 0.12, 0.114])"
269,"dict_keys(['vest summit', 'vest', 'hackathon', 'summit', 'discov', 'may', 'find', 'real world problem', 'hacker', 'event connect'])","dict_values([0.373, 0.355, 0.256, 0.2, 0.182, 0.14, 0.136, 0.124, 0.124, 0.124])"
270,"dict_keys(['startup weekend', 'weekend', 'startup', 'assiut', 'held', 'present', 'present idea', 'event', 'day', 'idea'])","dict_values([0.452, 0.435, 0.182, 0.178, 0.173, 0.171, 0.171, 0.138, 0.135, 0.125])"
271,"dict_keys(['arab', 'careem', 'track', 'next two year', 'coder', 'next two', 'one million', 'two year', 'cohort', 'programm'])","dict_values([0.265, 0.248, 0.222, 0.216, 0.206, 0.198, 0.182, 0.168, 0.165, 0.16])"
272,"dict_keys(['roshetta', 'fit', 'shop', 'sana ly', 'sana', 'spare part', 'spare', 'ly', 'factori', 'supplier'])","dict_values([0.339, 0.219, 0.164, 0.159, 0.159, 0.146, 0.146, 0.141, 0.137, 0.124])"
273,"dict_keys(['total', 'el', 'use fund', 'provid chanc', 'medium network', 'expand horizon', 'menu', 'medium', 'start develop', 'tech base'])","dict_values([0.229, 0.204, 0.196, 0.196, 0.196, 0.196, 0.187, 0.186, 0.18, 0.174])"
274,"dict_keys(['entrepreneur', 'knowledg', 'competit', 'truli', 'programm', 'univers', 'toward', 'right', 'even', 'better'])","dict_values([0.198, 0.177, 0.172, 0.168, 0.157, 0.146, 0.141, 0.131, 0.129, 0.123])"
275,"dict_keys(['entrepreneur innov', 'european', 'mena region', 'applic', 'minut video explain', 'elig applic', 'busi mena', 'video explain', 'part startup', 'minut video'])","dict_values([0.207, 0.182, 0.141, 0.133, 0.131, 0.131, 0.131, 0.125, 0.125, 0.125])"
276,"dict_keys(['marathon', 'ideat', 'technolog', 'ideat marathon', 'technolog park', 'pillar', 'park', 'innov', 'sustain develop', 'egypt'])","dict_values([0.269, 0.209, 0.204, 0.202, 0.179, 0.166, 0.16, 0.148, 0.144, 0.135])"
277,"dict_keys(['differ', 'woman', 'entreprenel', 'workshop', 'woman entrepreneur', 'potenti partner', 'impact woman', 'differ govern', 'trainer', 'subscrib'])","dict_values([0.347, 0.32, 0.31, 0.228, 0.165, 0.112, 0.112, 0.112, 0.107, 0.107])"
278,"dict_keys(['confer', 'iot', 'gciot', 'internet thing', 'innov cluster', 'borg', 'smart', 'cluster', 'thing', 'visit http'])","dict_values([0.236, 0.2, 0.194, 0.178, 0.167, 0.167, 0.162, 0.15, 0.146, 0.129])"
279,"dict_keys(['central bank egypt', 'central bank', 'central', 'bank egypt', 'discus', 'mr', 'egypt', 'event', 'bank', 'day'])","dict_values([0.256, 0.232, 0.221, 0.216, 0.202, 0.196, 0.179, 0.174, 0.142, 0.136])"
280,"dict_keys(['tazcara', 'bu', 'fawri', 'travel', 'book', 'seat', 'provid custom', 'would like', 'huge', 'easier'])","dict_values([0.478, 0.453, 0.209, 0.181, 0.174, 0.165, 0.165, 0.145, 0.135, 0.133])"
281,"dict_keys(['aim startup', 'competit take place', 'competit take', 'economi', 'activ', 'uae', 'pitch competit take', 'jeddah', 'startup', 'annual'])","dict_values([0.255, 0.22, 0.22, 0.192, 0.182, 0.166, 0.162, 0.162, 0.152, 0.15])"
282,"dict_keys(['blockchain', 'talk blockchain develop', 'potenti blockchain', 'blockchain day', 'egypt blockchain', 'compani firm', 'blockchain develop', 'figur', 'blockchain technolog', 'talk'])","dict_values([0.55, 0.174, 0.174, 0.174, 0.163, 0.163, 0.163, 0.159, 0.15, 0.147])"
283,"dict_keys(['pitcher', 'chanc pitch', 'idea', 'get chanc', 'chanc', 'investor', 'opportun', 'startup attend', 'sign startup', 'seminar'])","dict_values([0.374, 0.223, 0.206, 0.156, 0.152, 0.131, 0.127, 0.117, 0.117, 0.117])"
284,"dict_keys(['incub program', 'incub', 'busi plan', 'plan', 'plan prototyp', 'busi plan prototyp', 'tiec incub program', 'program', 'tiec incub', 'relat'])","dict_values([0.223, 0.204, 0.193, 0.17, 0.165, 0.165, 0.148, 0.147, 0.14, 0.115])"
285,"dict_keys(['unicef', 'tech start', 'applic process', 'valid', 'fund', 'start', 'applic', 'compani', 'tech', 'process'])","dict_values([0.273, 0.199, 0.176, 0.149, 0.147, 0.143, 0.134, 0.13, 0.124, 0.103])"
286,"dict_keys(['ralli competit', 'ralli', 'idea', 'program particip', 'mint', 'competit', 'export', 'particip', 'entrepreneurship', 'want'])","dict_values([0.229, 0.229, 0.188, 0.185, 0.185, 0.175, 0.164, 0.16, 0.149, 0.12])"
287,"dict_keys(['beam', 'avid beam', 'avid', 'analyt', 'video analyt', 'video', 'data analyt', 'big data', 'data', 'big data analyt'])","dict_values([0.4, 0.4, 0.358, 0.264, 0.2, 0.182, 0.158, 0.144, 0.129, 0.125])"
288,"dict_keys(['reactor', 'startup reactor', 'startup', 'elig', 'year age', 'top three startup', 'startup reactor month', 'reactor month program', 'reactor month', 'program aim provid'])","dict_values([0.398, 0.299, 0.206, 0.148, 0.115, 0.115, 0.115, 0.115, 0.115, 0.115])"
289,"dict_keys(['shabab', 'honna al shabab', 'honna al', 'al shabab', 'honna', 'cbc', 'startup one', 'elig', 'startup', 'egyptian startup'])","dict_values([0.258, 0.258, 0.258, 0.258, 0.246, 0.246, 0.229, 0.165, 0.165, 0.157])"
290,"dict_keys(['auc fintech acceler', 'auc fintech', 'auc', 'peer', 'fintech acceler', 'payment', 'fintech', 'new', 'support financi technolog', 'stipul'])","dict_values([0.226, 0.226, 0.2, 0.179, 0.179, 0.135, 0.126, 0.113, 0.108, 0.108])"
291,"dict_keys(['bosta', 'fawri', 'ecommerc', 'deliveri', 'ezzat', 'menabyt', 'logist', 'ceo', 'deliv', 'said'])","dict_values([0.642, 0.26, 0.208, 0.172, 0.134, 0.108, 0.104, 0.086, 0.082, 0.082])"
292,"dict_keys(['seamless', 'startup fintech', 'seamless north africa', 'seamless north', 'fintech', 'north africa', 'north', 'africa', 'minut', 'th'])","dict_values([0.397, 0.312, 0.312, 0.312, 0.291, 0.195, 0.192, 0.149, 0.135, 0.109])"
293,"dict_keys(['innoventur', 'startup', 'nova', 'cash prize total', 'prize total', 'vc', 'euro', 'cash prize', 'entrepreneur', 'front'])","dict_values([0.34, 0.19, 0.165, 0.165, 0.152, 0.14, 0.139, 0.121, 0.103, 0.102])"
294,"dict_keys(['emc', 'project', 'graduat project', 'student', 'competit', 'graduat', 'appli', 'respect know', 'project competit', 'one area'])","dict_values([0.267, 0.256, 0.23, 0.215, 0.17, 0.144, 0.142, 0.14, 0.133, 0.133])"
295,"dict_keys(['auc', 'lab', 'auc lab', 'cycl', 'startup', 'ventur lab', 'auc ventur lab', 'auc ventur', 'campu', 'acceler'])","dict_values([0.338, 0.287, 0.158, 0.149, 0.147, 0.133, 0.133, 0.133, 0.121, 0.117])"
296,"dict_keys(['softwar engin', 'softwar', 'amecs', 'engin', 'smart knowledg citi', 'smart knowledg', 'knowledg citi', 'confer softwar engin', 'confer softwar', 'confer'])","dict_values([0.358, 0.303, 0.276, 0.236, 0.221, 0.221, 0.221, 0.221, 0.221, 0.192])"
297,"dict_keys(['fiwar', 'campi iot', 'campi', 'iot', 'egp egp', 'school', 'smart citi', 'winner', 'th decemb', 'egp'])","dict_values([0.318, 0.318, 0.318, 0.262, 0.19, 0.188, 0.16, 0.15, 0.15, 0.15])"
298,"dict_keys(['untap', 'competit', 'compet', 'innov', 'process', 'websit builder', 'student startup', 'open innov challeng', 'open innov', 'best idea'])","dict_values([0.376, 0.186, 0.176, 0.167, 0.157, 0.152, 0.152, 0.152, 0.152, 0.152])"
299,"dict_keys(['vlog', 'stetla', 'contact', 'startup', 'open door entrepreneur', 'launch vlog', 'door entrepreneur', 'social medium platform', 'share journey', 'journey build startup'])","dict_values([0.423, 0.404, 0.209, 0.144, 0.141, 0.141, 0.141, 0.135, 0.135, 0.135])"
300,"dict_keys(['eventtu', 'algebra ventur', 'algebra', 'consid one', 'biggest invest', 'biggest', 'sinc start', 'attende', 'ventur', 'consid'])","dict_values([0.455, 0.25, 0.25, 0.176, 0.176, 0.175, 0.161, 0.153, 0.152, 0.152])"
301,"dict_keys(['summit', 'riseup', 'summit take place', 'summit take', 'decemb decemb', 'human experi', 'summit bring', 'year summit', 'decemb', 'human'])","dict_values([0.293, 0.274, 0.174, 0.174, 0.174, 0.167, 0.162, 0.157, 0.154, 0.115])"
302,"dict_keys(['renew', 'plant', 'startup sme', 'sme', 'innov', 'call', 'system', 'innov lab', 'technician', 'select innov'])","dict_values([0.423, 0.259, 0.235, 0.181, 0.149, 0.145, 0.144, 0.136, 0.13, 0.13])"
303,"dict_keys(['filter process', 'cairo univers', 'best team', 'filter', 'incub cycl', 'process', 'valid', 'earli stage startup', 'grant', 'stage startup'])","dict_values([0.222, 0.212, 0.204, 0.192, 0.173, 0.172, 0.167, 0.158, 0.15, 0.145])"
304,"dict_keys(['busi stori', 'stori', 'storytel', 'woman entrepreneur', 'brand', 'woman', 'look', 'time look', 'evolv', 'entrepreneur'])","dict_values([0.336, 0.307, 0.29, 0.245, 0.2, 0.191, 0.162, 0.16, 0.16, 0.157])"
305,"dict_keys(['voo', 'alex angel', 'alex', 'angel', 'invest', 'deliveri', 'demand deliveri', 'demand', 'consum', 'alreadi'])","dict_values([0.429, 0.327, 0.271, 0.247, 0.215, 0.165, 0.164, 0.122, 0.105, 0.105])"
306,"dict_keys(['vlog', 'stetla', 'societ pressur', 'launch vlog', 'kurdi', 'pressur', 'chapter', 'societ', 'messag', 'journey'])","dict_values([0.475, 0.363, 0.19, 0.19, 0.181, 0.174, 0.164, 0.15, 0.145, 0.107])"
307,"dict_keys(['global entrepreneurship week', 'entrepreneurship week', 'global entrepreneurship', 'week', 'novemb', 'th novemb', 'entrepreneur innov', 'inspir', 'event', 'particip'])","dict_values([0.236, 0.236, 0.21, 0.2, 0.199, 0.199, 0.187, 0.144, 0.138, 0.132])"
308,"dict_keys(['student', 'regist', 'program student', 'high school student', 'high school', 'school', 'school student', 'program', 'team', 'young entrepreneur'])","dict_values([0.291, 0.24, 0.216, 0.216, 0.216, 0.214, 0.201, 0.175, 0.168, 0.166])"
309,"dict_keys(['swvl', 'buse', 'transport', 'fix', 'destin', 'station', 'alexandria', 'updat app', 'public transport', 'app'])","dict_values([0.464, 0.301, 0.202, 0.186, 0.175, 0.167, 0.133, 0.113, 0.113, 0.108])"
310,"dict_keys(['educ', 'summit', 'darwish', 'shell', 'educ system', 'dr', 'system', 'interest', 'futur', 'shawki'])","dict_values([0.482, 0.284, 0.212, 0.202, 0.195, 0.141, 0.113, 0.112, 0.106, 0.106])"
311,"dict_keys(['ariika', 'risk', 'battl', 'elig', 'societi', 'winner', 'want start busi', 'startup battl', 'st place winner', 'risk miss chanc'])","dict_values([0.534, 0.271, 0.23, 0.161, 0.158, 0.126, 0.125, 0.125, 0.125, 0.125])"
312,"dict_keys(['educ technolog', 'summit', 'educ', 'eduv summit', 'eduv', 'technolog', 'summit start', 'phd', 'maker miss chanc', 'maker miss'])","dict_values([0.409, 0.358, 0.253, 0.223, 0.204, 0.123, 0.111, 0.111, 0.111, 0.111])"
313,"dict_keys(['talk', 'took place', 'took', 'place', 'competit', 'day', 'panel', 'summit', 'talk technolog', 'still take'])","dict_values([0.25, 0.195, 0.173, 0.171, 0.169, 0.158, 0.158, 0.149, 0.139, 0.139])"
314,"dict_keys(['karmsolar', 'zahran', 'sign deal', 'sign', 'deliv', 'deal', 'real', 'pesticid', 'metawi', 'ibrahim metawi'])","dict_values([0.532, 0.356, 0.275, 0.163, 0.159, 0.154, 0.14, 0.129, 0.129, 0.129])"
315,"dict_keys(['flat lab', 'flat', 'flat lab cairo', 'lab cairo', 'lab', 'acceler', 'follow fund', 'acceler program', 'cairo', 'cycl'])","dict_values([0.301, 0.295, 0.252, 0.246, 0.218, 0.148, 0.146, 0.124, 0.115, 0.114])"
316,"dict_keys(['commut', 'googl', 'jacket', 'jacket design', 'newer', 'music', 'text', 'io', 'android', 'text messag'])","dict_values([0.459, 0.415, 0.308, 0.205, 0.193, 0.177, 0.155, 0.145, 0.145, 0.096])"
317,"dict_keys(['googl', 'launchpad acceler', 'googl launchpad acceler', 'googl launchpad', 'launchpad', 'expert top', 'expens paid', 'tech compani', 'paid', 'san francisco'])","dict_values([0.358, 0.232, 0.232, 0.232, 0.17, 0.155, 0.146, 0.126, 0.126, 0.123])"
318,"dict_keys(['marathon', 'ideat marathon', 'ideat', 'camp', 'differ', 'innov', 'workshop help', 'team special', 'receiv financi', 'inform registr'])","dict_values([0.364, 0.364, 0.283, 0.26, 0.14, 0.133, 0.121, 0.121, 0.121, 0.121])"
319,"dict_keys(['krypto', 'krypto lab', 'dhabi', 'abu dhabi', 'select', 'abu', 'lab', 'earli stage startup', 'stage startup', 'incub'])","dict_values([0.425, 0.318, 0.177, 0.177, 0.176, 0.168, 0.149, 0.142, 0.13, 0.128])"
320,"dict_keys(['game', 'hackathon', 'th septemb', 'technolog institut', 'septemb', 'juri', 'mission', 'inform technolog', 'institut', 'talent'])","dict_values([0.327, 0.29, 0.26, 0.224, 0.201, 0.152, 0.138, 0.129, 0.125, 0.114])"
321,"dict_keys(['competit power', 'seedstar', 'get opportun', 'competit', 'summit', 'techn summit', 'techn', 'startup competit', 'technolog industri', 'startup'])","dict_values([0.218, 0.18, 0.18, 0.178, 0.176, 0.173, 0.164, 0.164, 0.152, 0.14])"
322,"dict_keys(['commiss', 'websit', 'instabug', 'program', 'email', 'asset', 'pay', 'link', 'payment', 'person inform'])","dict_values([0.24, 0.236, 0.235, 0.22, 0.211, 0.211, 0.186, 0.183, 0.17, 0.143])"
323,"dict_keys(['woman', 'woman initi award', 'initi award', 'cartier woman initi', 'cartier woman', 'cartier', 'woman initi', 'award', 'initi', 'femal entrepreneur'])","dict_values([0.277, 0.259, 0.259, 0.259, 0.259, 0.259, 0.232, 0.221, 0.181, 0.14])"
324,"dict_keys(['law', 'nasr', 'new invest', 'said', 'nasr said', 'new', 'council', 'establish compani', 'regul', 'establish'])","dict_values([0.444, 0.227, 0.222, 0.178, 0.176, 0.175, 0.167, 0.161, 0.145, 0.14])"
325,"dict_keys(['mobil', 'per categori', 'la', 'categori', 'per', 'le', 'compet', 'prototyp', 'confer', 'program access'])","dict_values([0.31, 0.266, 0.204, 0.178, 0.171, 0.159, 0.154, 0.15, 0.148, 0.133])"
326,"dict_keys(['sico', 'factori', 'moham salem', 'engr moham salem', 'engr moham', 'engr', 'salem', 'worker', 'chine', 'produc'])","dict_values([0.383, 0.249, 0.23, 0.23, 0.23, 0.23, 0.206, 0.192, 0.182, 0.145])"
327,"dict_keys(['mo network', 'mo', 'virtual realiti', 'vr', 'realiti', 'virtual', 'virtual realiti lab', 'realiti lab', 'lab', 'facebook'])","dict_values([0.312, 0.312, 0.282, 0.247, 0.245, 0.222, 0.2, 0.2, 0.156, 0.141])"
328,"dict_keys(['financi', 'auc', 'ventur lab', 'auc ventur lab', 'auc ventur', 'demo', 'global', 'august', 'event', 'week'])","dict_values([0.218, 0.205, 0.162, 0.162, 0.162, 0.144, 0.139, 0.137, 0.136, 0.131])"
329,"dict_keys(['british', 'th august', 'embassi', 'team', 'hackathon', 'august', 'compet', 'great', 'two day workshop', 'solv exist problem'])","dict_values([0.244, 0.211, 0.207, 0.197, 0.183, 0.156, 0.153, 0.142, 0.133, 0.133])"
330,"dict_keys(['worth egp', 'woman', 'worth', 'egp', 'individu', 'award', 'ict', 'applic', 'competit', 'commun'])","dict_values([0.395, 0.316, 0.299, 0.223, 0.188, 0.182, 0.179, 0.15, 0.135, 0.134])"
